number,position,positionText,points,grid,laps,status,Q1,Q2,Q3,year,gpName,gpNumber,sessionName,driverId,code,DriverNationality,constructorId,constructorNationality,fastestLapNumber,fastestLapRank,fastestLapAvgSpeed,fastestLapTime,totalTime,TimeInterval
9,15,,,,,,,,,2018,Spanish Grand Prix,5,Practice 2,,ERI,,,,14.0,15,,0 days 00:01:20.501000,,
16,16,,,,,,,,,2018,Spanish Grand Prix,5,Practice 2,,LEC,,,,10.0,16,,0 days 00:01:20.514000,,
55,17,,,,,,,,,2018,Spanish Grand Prix,5,Practice 2,,SAI,,,,8.0,17,,0 days 00:01:20.672000,,
28,18,,,,,,,,,2018,Spanish Grand Prix,5,Practice 2,,HAR,,,,16.0,18,,0 days 00:01:21.265000,,
18,19,,,,,,,,,2018,Spanish Grand Prix,5,Practice 2,,STR,,,,8.0,19,,0 days 00:01:21.556000,,
35,20,,,,,,,,,2018,Spanish Grand Prix,5,Practice 2,,SIR,,,,18.0,20,,0 days 00:01:22.060000,,
44,1,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,HAM,,,,10.0,1,,0 days 00:01:17.281000,,
77,2,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,BOT,,,,16.0,2,,0 days 00:01:17.294000,,
5,3,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,VET,,,,10.0,3,,0 days 00:01:17.550000,,
7,4,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,RAI,,,,12.0,4,,0 days 00:01:17.581000,,
3,5,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,RIC,,,,15.0,5,,0 days 00:01:17.981000,,
20,6,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,MAG,,,,12.0,6,,0 days 00:01:18.357000,,
8,7,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,GRO,,,,13.0,7,,0 days 00:01:18.706000,,
55,8,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,SAI,,,,15.0,8,,0 days 00:01:18.783000,,
14,9,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,ALO,,,,13.0,9,,0 days 00:01:18.847000,,
10,10,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,GAS,,,,13.0,10,,0 days 00:01:18.886000,,
27,11,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,HUL,,,,15.0,11,,0 days 00:01:18.905000,,
33,12,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,VER,,,,2.0,12,,0 days 00:01:19.013000,,
31,13,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,OCO,,,,19.0,13,,0 days 00:01:19.121000,,
2,14,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,VAN,,,,7.0,14,,0 days 00:01:19.236000,,
16,15,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,LEC,,,,16.0,15,,0 days 00:01:19.292000,,
11,16,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,PER,,,,13.0,16,,0 days 00:01:19.376000,,
28,17,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,HAR,,,,15.0,17,,0 days 00:01:19.428000,,
9,18,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,ERI,,,,10.0,18,,0 days 00:01:19.744000,,
18,19,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,STR,,,,14.0,19,,0 days 00:01:19.900000,,
35,20,,,,,,,,,2018,Spanish Grand Prix,5,Practice 3,,SIR,,,,12.0,20,,0 days 00:01:19.909000,,
14,1,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,ALO,,,,5.0,1,,0 days 00:00:01.794000,,
3,2,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,RIC,,,,31.0,2,,0 days 00:01:12.126000,,
33,3,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,VER,,,,20.0,3,,0 days 00:01:12.280000,,
44,4,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,HAM,,,,16.0,4,,0 days 00:01:12.480000,,
5,5,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,VET,,,,18.0,5,,0 days 00:01:13.041000,,
7,6,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,RAI,,,,21.0,6,,0 days 00:01:13.066000,,
55,7,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,SAI,,,,29.0,7,,0 days 00:01:13.456000,,
77,8,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,BOT,,,,21.0,8,,0 days 00:01:13.502000,,
11,9,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,PER,,,,22.0,9,,0 days 00:01:13.717000,,
8,10,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,GRO,,,,17.0,10,,0 days 00:01:13.943000,,
35,11,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,SIR,,,,14.0,11,,0 days 00:01:13.962000,,
31,12,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,OCO,,,,26.0,12,,0 days 00:01:14,,
28,13,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,HAR,,,,42.0,13,,0 days 00:01:14.034000,,
27,14,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,HUL,,,,28.0,14,,0 days 00:01:14.134000,,
10,15,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,GAS,,,,25.0,15,,0 days 00:01:14.240000,,
2,16,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,VAN,,,,23.0,16,,0 days 00:01:14.291000,,
16,17,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,LEC,,,,18.0,17,,0 days 00:01:14.521000,,
18,18,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,STR,,,,20.0,18,,0 days 00:01:14.782000,,
9,19,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,ERI,,,,16.0,19,,0 days 00:01:15.206000,,
20,20,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,,MAG,,,,5.0,20,,0 days 00:01:18.801000,,
3,1,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,RIC,,,,19.0,1,,0 days 00:01:11.841000,,
33,2,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,VER,,,,14.0,2,,0 days 00:01:12.035000,,
5,3,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,VET,,,,16.0,3,,0 days 00:01:12.413000,,
44,4,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,HAM,,,,11.0,4,,0 days 00:01:12.536000,,
7,5,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,RAI,,,,19.0,5,,0 days 00:01:12.543000,,
77,6,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,BOT,,,,13.0,6,,0 days 00:01:12.642000,,
27,7,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,HUL,,,,13.0,7,,0 days 00:01:13.047000,,
2,8,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,VAN,,,,23.0,8,,0 days 00:01:13.077000,,
14,9,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,ALO,,,,24.0,9,,0 days 00:01:13.115000,,
55,10,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,SAI,,,,15.0,10,,0 days 00:01:13.200000,,
28,11,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,HAR,,,,16.0,11,,0 days 00:01:13.222000,,
11,12,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,PER,,,,11.0,12,,0 days 00:01:13.370000,,
31,13,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,OCO,,,,20.0,13,,0 days 00:01:13.382000,,
10,14,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,GAS,,,,7.0,14,,0 days 00:01:13.410000,,
35,15,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,SIR,,,,19.0,15,,0 days 00:01:13.547000,,
20,16,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,MAG,,,,20.0,16,,0 days 00:01:13.572000,,
16,17,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,LEC,,,,17.0,17,,0 days 00:01:13.575000,,
8,18,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,GRO,,,,21.0,18,,0 days 00:01:13.763000,,
18,19,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,STR,,,,9.0,19,,0 days 00:01:14.011000,,
9,20,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,,ERI,,,,15.0,20,,0 days 00:01:14.173000,,
3,1,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,RIC,,,,19.0,1,,0 days 00:01:11.786000,,
33,2,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,VER,,,,7.0,2,,0 days 00:01:11.787000,,
5,3,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,VET,,,,12.0,3,,0 days 00:01:12.023000,,
7,4,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,RAI,,,,14.0,4,,0 days 00:01:12.142000,,
44,5,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,HAM,,,,16.0,5,,0 days 00:01:12.273000,,
77,6,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,BOT,,,,14.0,6,,0 days 00:01:12.356000,,
28,7,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,HAR,,,,17.0,7,,0 days 00:01:12.752000,,
10,8,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,GAS,,,,19.0,8,,0 days 00:01:12.761000,,
55,9,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,SAI,,,,18.0,9,,0 days 00:01:12.850000,,
35,10,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,SIR,,,,15.0,10,,0 days 00:01:12.854000,,
2,11,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,VAN,,,,13.0,11,,0 days 00:01:12.874000,,
31,12,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,OCO,,,,15.0,12,,0 days 00:01:12.940000,,
11,13,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,PER,,,,15.0,13,,0 days 00:01:13.025000,,
27,14,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,HUL,,,,13.0,14,,0 days 00:01:13.112000,,
14,15,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,ALO,,,,16.0,15,,0 days 00:01:13.279000,,
18,16,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,STR,,,,15.0,16,,0 days 00:01:13.595000,,
16,17,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,LEC,,,,22.0,17,,0 days 00:01:13.644000,,
8,18,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,GRO,,,,13.0,18,,0 days 00:01:13.881000,,
20,19,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,MAG,,,,11.0,19,,0 days 00:01:14.192000,,
9,20,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,,ERI,,,,9.0,20,,0 days 00:01:14.221000,,
33,1,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,VER,,,,15.0,1,,0 days 00:01:12.198000,,
7,2,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,RAI,,,,16.0,2,,0 days 00:01:12.328000,,
3,3,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,RIC,,,,13.0,3,,0 days 00:01:12.603000,,
44,4,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,HAM,,,,7.0,4,,0 days 00:01:12.777000,,
5,5,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,VET,,,,12.0,5,,0 days 00:01:12.985000,,
77,6,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,BOT,,,,16.0,6,,0 days 00:01:13.061000,,
8,7,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,GRO,,,,15.0,7,,0 days 00:01:13.620000,,
31,8,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,OCO,,,,13.0,8,,0 days 00:01:13.747000,,
11,9,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,PER,,,,17.0,9,,0 days 00:01:13.754000,,
14,10,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,ALO,,,,10.0,10,,0 days 00:01:13.866000,,
16,11,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,LEC,,,,15.0,11,,0 days 00:01:13.884000,,
28,12,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,HAR,,,,17.0,12,,0 days 00:01:13.889000,,
20,13,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,MAG,,,,18.0,13,,0 days 00:01:13.956000,,
27,14,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,HUL,,,,11.0,14,,0 days 00:01:13.967000,,
9,15,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,ERI,,,,17.0,15,,0 days 00:01:14.108000,,
2,16,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,VAN,,,,10.0,16,,0 days 00:01:14.167000,,
55,17,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,SAI,,,,6.0,17,,0 days 00:01:14.433000,,
10,18,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,GAS,,,,12.0,18,,0 days 00:01:14.486000,,
18,19,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,STR,,,,14.0,19,,0 days 00:01:14.703000,,
35,20,,,,,,,,,2018,Canadian Grand Prix,7,Practice 2,,SIR,,,,12.0,20,,0 days 00:01:14.782000,,
33,1,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,VER,,,,9.0,1,,0 days 00:01:11.599000,,
5,2,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,VET,,,,11.0,2,,0 days 00:01:11.648000,,
7,3,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,RAI,,,,12.0,3,,0 days 00:01:11.650000,,
44,4,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,HAM,,,,14.0,4,,0 days 00:01:11.706000,,
3,5,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,RIC,,,,18.0,5,,0 days 00:01:12.153000,,
77,6,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,BOT,,,,17.0,6,,0 days 00:01:12.255000,,
11,7,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,PER,,,,11.0,7,,0 days 00:01:12.903000,,
27,8,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,HUL,,,,16.0,8,,0 days 00:01:12.946000,,
8,9,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,GRO,,,,15.0,9,,0 days 00:01:13.014000,,
2,10,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,VAN,,,,13.0,10,,0 days 00:01:13.034000,,
31,11,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,OCO,,,,14.0,11,,0 days 00:01:13.064000,,
28,12,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,HAR,,,,20.0,12,,0 days 00:01:13.076000,,
14,13,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,ALO,,,,16.0,13,,0 days 00:01:13.225000,,
55,14,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,SAI,,,,19.0,14,,0 days 00:01:13.331000,,
10,15,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,GAS,,,,6.0,15,,0 days 00:01:13.334000,,
16,16,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,LEC,,,,5.0,16,,0 days 00:01:13.452000,,
20,17,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,MAG,,,,15.0,17,,0 days 00:01:13.488000,,
35,18,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,SIR,,,,15.0,18,,0 days 00:01:13.818000,,
9,19,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,ERI,,,,11.0,19,,0 days 00:01:13.925000,,
18,20,,,,,,,,,2018,Canadian Grand Prix,7,Practice 3,,STR,,,,3.0,20,,0 days 00:01:13.968000,,
44,1,,,,,,,,,2018,French Grand Prix,8,Practice 1,,HAM,,,,21.0,1,,0 days 00:01:32.231000,,
77,2,,,,,,,,,2018,French Grand Prix,8,Practice 1,,BOT,,,,21.0,2,,0 days 00:01:32.371000,,
3,3,,,,,,,,,2018,French Grand Prix,8,Practice 1,,RIC,,,,18.0,3,,0 days 00:01:32.527000,,
7,4,,,,,,,,,2018,French Grand Prix,8,Practice 1,,RAI,,,,15.0,4,,0 days 00:01:33.003000,,
5,5,,,,,,,,,2018,French Grand Prix,8,Practice 1,,VET,,,,16.0,5,,0 days 00:01:33.172000,,
8,6,,,,,,,,,2018,French Grand Prix,8,Practice 1,,GRO,,,,16.0,6,,0 days 00:01:33.318000,,
33,7,,,,,,,,,2018,French Grand Prix,8,Practice 1,,VER,,,,13.0,7,,0 days 00:01:33.331000,,
10,8,,,,,,,,,2018,French Grand Prix,8,Practice 1,,GAS,,,,19.0,8,,0 days 00:01:33.685000,,
11,9,,,,,,,,,2018,French Grand Prix,8,Practice 1,,PER,,,,18.0,9,,0 days 00:01:33.719000,,
20,10,,,,,,,,,2018,French Grand Prix,8,Practice 1,,MAG,,,,18.0,10,,0 days 00:01:34.108000,,
55,11,,,,,,,,,2018,French Grand Prix,8,Practice 1,,SAI,,,,16.0,11,,0 days 00:01:34.258000,,
31,12,,,,,,,,,2018,French Grand Prix,8,Practice 1,,OCO,,,,12.0,12,,0 days 00:01:34.484000,,
16,13,,,,,,,,,2018,French Grand Prix,8,Practice 1,,LEC,,,,12.0,13,,0 days 00:01:34.513000,,
9,14,,,,,,,,,2018,French Grand Prix,8,Practice 1,,ERI,,,,14.0,14,,0 days 00:01:34.592000,,
28,15,,,,,,,,,2018,French Grand Prix,8,Practice 1,,HAR,,,,14.0,15,,0 days 00:01:34.664000,,
14,16,,,,,,,,,2018,French Grand Prix,8,Practice 1,,ALO,,,,6.0,16,,0 days 00:01:34.862000,,
18,17,,,,,,,,,2018,French Grand Prix,8,Practice 1,,STR,,,,20.0,17,,0 days 00:01:34.881000,,
27,18,,,,,,,,,2018,French Grand Prix,8,Practice 1,,HUL,,,,16.0,18,,0 days 00:01:34.993000,,
2,19,,,,,,,,,2018,French Grand Prix,8,Practice 1,,VAN,,,,19.0,19,,0 days 00:01:35.021000,,
35,20,,,,,,,,,2018,French Grand Prix,8,Practice 1,,SIR,,,,17.0,20,,0 days 00:01:35.105000,,
44,1,,,,,,,,,2018,French Grand Prix,8,Practice 2,,HAM,,,,11.0,1,,0 days 00:01:32.539000,,
3,2,,,,,,,,,2018,French Grand Prix,8,Practice 2,,RIC,,,,9.0,2,,0 days 00:01:33.243000,,
33,3,,,,,,,,,2018,French Grand Prix,8,Practice 2,,VER,,,,11.0,3,,0 days 00:01:33.271000,,
7,4,,,,,,,,,2018,French Grand Prix,8,Practice 2,,RAI,,,,14.0,4,,0 days 00:01:33.426000,,
5,5,,,,,,,,,2018,French Grand Prix,8,Practice 2,,VET,,,,11.0,5,,0 days 00:01:33.689000,,
8,6,,,,,,,,,2018,French Grand Prix,8,Practice 2,,GRO,,,,18.0,6,,0 days 00:01:33.699000,,
77,7,,,,,,,,,2018,French Grand Prix,8,Practice 2,,BOT,,,,2.0,7,,0 days 00:01:34.156000,,
14,8,,,,,,,,,2018,French Grand Prix,8,Practice 2,,ALO,,,,22.0,8,,0 days 00:01:34.400000,,
20,9,,,,,,,,,2018,French Grand Prix,8,Practice 2,,MAG,,,,13.0,9,,0 days 00:01:34.457000,,
10,10,,,,,,,,,2018,French Grand Prix,8,Practice 2,,GAS,,,,11.0,10,,0 days 00:01:34.535000,,
27,11,,,,,,,,,2018,French Grand Prix,8,Practice 2,,HUL,,,,7.0,11,,0 days 00:01:35.067000,,
55,12,,,,,,,,,2018,French Grand Prix,8,Practice 2,,SAI,,,,10.0,12,,0 days 00:01:35.086000,,
2,13,,,,,,,,,2018,French Grand Prix,8,Practice 2,,VAN,,,,16.0,13,,0 days 00:01:35.172000,,
16,14,,,,,,,,,2018,French Grand Prix,8,Practice 2,,LEC,,,,13.0,14,,0 days 00:01:35.583000,,
28,15,,,,,,,,,2018,French Grand Prix,8,Practice 2,,HAR,,,,10.0,15,,0 days 00:01:35.697000,,
31,16,,,,,,,,,2018,French Grand Prix,8,Practice 2,,OCO,,,,9.0,16,,0 days 00:01:35.705000,,
18,17,,,,,,,,,2018,French Grand Prix,8,Practice 2,,STR,,,,11.0,17,,0 days 00:01:35.936000,,
35,18,,,,,,,,,2018,French Grand Prix,8,Practice 2,,SIR,,,,12.0,18,,0 days 00:01:35.970000,,
11,19,,,,,,,,,2018,French Grand Prix,8,Practice 2,,PER,,,,7.0,19,,0 days 00:01:36.080000,,
44,1,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,HAM,,,,4.0,1,,0 days 00:01:04.579000,,
77,2,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,BOT,,,,15.0,2,,0 days 00:01:04.755000,,
5,3,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,VET,,,,13.0,3,,0 days 00:01:04.815000,,
3,4,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,RIC,,,,6.0,4,,0 days 00:01:05.031000,,
33,5,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,VER,,,,14.0,5,,0 days 00:01:05.125000,,
7,6,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,RAI,,,,19.0,6,,0 days 00:01:05.265000,,
8,7,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,GRO,,,,15.0,7,,0 days 00:01:05.429000,,
20,8,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,MAG,,,,11.0,8,,0 days 00:01:05.559000,,
10,9,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,GAS,,,,6.0,9,,0 days 00:01:05.758000,,
2,10,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,VAN,,,,20.0,10,,0 days 00:01:05.930000,,
55,11,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,SAI,,,,16.0,11,,0 days 00:01:05.999000,,
16,12,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,LEC,,,,11.0,12,,0 days 00:01:06.096000,,
31,13,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,OCO,,,,19.0,13,,0 days 00:01:06.133000,,
9,14,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,ERI,,,,11.0,14,,0 days 00:01:06.199000,,
27,15,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,HUL,,,,9.0,15,,0 days 00:01:06.273000,,
35,16,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,SIR,,,,18.0,16,,0 days 00:01:06.326000,,
28,17,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,HAR,,,,12.0,17,,0 days 00:01:06.332000,,
11,18,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,PER,,,,12.0,18,,0 days 00:01:06.354000,,
14,19,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,ALO,,,,2.0,19,,0 days 00:01:06.429000,,
18,20,,,,,,,,,2018,Austrian Grand Prix,9,Practice 2,,STR,,,,17.0,20,,0 days 00:01:06.626000,,
5,1,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,VET,,,,13.0,1,,0 days 00:01:04.070000,,
44,2,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,HAM,,,,16.0,2,,0 days 00:01:04.099000,,
77,3,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,BOT,,,,12.0,3,,0 days 00:01:04.204000,,
7,4,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,RAI,,,,12.0,4,,0 days 00:01:04.470000,,
33,5,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,VER,,,,12.0,5,,0 days 00:01:04.791000,,
3,6,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,RIC,,,,11.0,6,,0 days 00:01:04.891000,,
8,7,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,GRO,,,,12.0,7,,0 days 00:01:04.916000,,
20,8,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,MAG,,,,10.0,8,,0 days 00:01:05.013000,,
55,9,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,SAI,,,,20.0,9,,0 days 00:01:05.086000,,
16,10,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,LEC,,,,23.0,10,,0 days 00:01:05.219000,,
27,11,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,HUL,,,,15.0,11,,0 days 00:01:05.228000,,
10,12,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,GAS,,,,20.0,12,,0 days 00:01:05.264000,,
31,13,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,OCO,,,,15.0,13,,0 days 00:01:05.444000,,
14,14,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,ALO,,,,12.0,14,,0 days 00:01:05.448000,,
11,15,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,PER,,,,18.0,15,,0 days 00:01:05.502000,,
9,16,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,ERI,,,,13.0,16,,0 days 00:01:05.699000,,
28,17,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,HAR,,,,18.0,17,,0 days 00:01:05.705000,,
2,18,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,VAN,,,,9.0,18,,0 days 00:01:05.837000,,
18,19,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,STR,,,,19.0,19,,0 days 00:01:06.029000,,
35,20,,,,,,,,,2018,Austrian Grand Prix,9,Practice 3,,SIR,,,,14.0,20,,0 days 00:01:06.318000,,
44,1,,,,,,,,,2018,British Grand Prix,10,Practice 1,,HAM,,,,16.0,1,,0 days 00:01:27.487000,,
77,2,,,,,,,,,2018,British Grand Prix,10,Practice 1,,BOT,,,,14.0,2,,0 days 00:01:27.854000,,
5,3,,,,,,,,,2018,British Grand Prix,10,Practice 1,,VET,,,,12.0,3,,0 days 00:01:27.998000,,
3,4,,,,,,,,,2018,British Grand Prix,10,Practice 1,,RIC,,,,18.0,4,,0 days 00:01:28.144000,,
7,5,,,,,,,,,2018,British Grand Prix,10,Practice 1,,RAI,,,,12.0,5,,0 days 00:01:28.218000,,
33,6,,,,,,,,,2018,British Grand Prix,10,Practice 1,,VER,,,,20.0,6,,0 days 00:01:28.325000,,
8,7,,,,,,,,,2018,British Grand Prix,10,Practice 1,,GRO,,,,10.0,7,,0 days 00:01:29.352000,,
11,8,,,,,,,,,2018,British Grand Prix,10,Practice 1,,PER,,,,12.0,8,,0 days 00:01:29.812000,,
31,9,,,,,,,,,2018,British Grand Prix,10,Practice 1,,OCO,,,,15.0,9,,0 days 00:01:29.815000,,
18,10,,,,,,,,,2018,British Grand Prix,10,Practice 1,,STR,,,,17.0,10,,0 days 00:01:29.878000,,
9,11,,,,,,,,,2018,British Grand Prix,10,Practice 1,,ERI,,,,16.0,11,,0 days 00:01:29.942000,,
10,12,,,,,,,,,2018,British Grand Prix,10,Practice 1,,GAS,,,,18.0,12,,0 days 00:01:30.004000,,
16,13,,,,,,,,,2018,British Grand Prix,10,Practice 1,,LEC,,,,18.0,13,,0 days 00:01:30.027000,,
20,14,,,,,,,,,2018,British Grand Prix,10,Practice 1,,MAG,,,,12.0,14,,0 days 00:01:30.065000,,
14,15,,,,,,,,,2018,British Grand Prix,10,Practice 1,,ALO,,,,17.0,15,,0 days 00:01:30.322000,,
