number,position,Q1,Q2,Q3,positionText,points,grid,laps,status,year,gpName,gpNumber,sessionName,driverId,code,DriverNationality,constructorId,constructorNationality,fastestLapNumber,fastestLapRank,fastestLapAvgSpeed,fastestLapTime,totalTime,TimeInterval
10,17,1:44.496,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,gasly,GAS,French,toro_rosso,Italian,,,,1:44.496,,
9,18,1:45.541,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,ericsson,ERI,Swedish,sauber,Swiss,,,,1:45.541,,
28,19,1:57.354,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,,,,1:57.354,,
8,20,,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,grosjean,GRO,French,haas,American,,,,,,
44,1,,,,1,25,2,51,Finished,2018,Azerbaijan Grand Prix,4,Race,hamilton,HAM,British,mercedes,German,35,2,205.012,1:45.412,6224291,1:43:44.291
7,2,,,,2,18,6,51,Finished,2018,Azerbaijan Grand Prix,4,Race,raikkonen,RAI,Finnish,ferrari,Italian,50,7,202.874,1:46.523,6226751,+2.460
11,3,,,,3,15,8,51,Finished,2018,Azerbaijan Grand Prix,4,Race,perez,PER,Mexican,force_india,Indian,51,6,203.480,1:46.206,6228315,+4.024
5,4,,,,4,12,1,51,Finished,2018,Azerbaijan Grand Prix,4,Race,vettel,VET,German,ferrari,Italian,38,4,204.783,1:45.530,6229620,+5.329
55,5,,,,5,10,9,51,Finished,2018,Azerbaijan Grand Prix,4,Race,sainz,SAI,Spanish,renault,French,50,9,202.242,1:46.856,6231806,+7.515
16,6,,,,6,8,13,51,Finished,2018,Azerbaijan Grand Prix,4,Race,leclerc,LEC,Monegasque,sauber,Swiss,31,11,201.212,1:47.403,6233449,+9.158
14,7,,,,7,6,12,51,Finished,2018,Azerbaijan Grand Prix,4,Race,alonso,ALO,Spanish,mclaren,British,32,12,201.126,1:47.449,6235222,+10.931
18,8,,,,8,4,10,51,Finished,2018,Azerbaijan Grand Prix,4,Race,stroll,STR,Canadian,williams,British,50,8,202.319,1:46.815,6236837,+12.546
2,9,,,,9,2,16,51,Finished,2018,Azerbaijan Grand Prix,4,Race,vandoorne,VAN,Belgian,mclaren,British,50,13,200.720,1:47.666,6238443,+14.152
28,10,,,,10,1,19,51,Finished,2018,Azerbaijan Grand Prix,4,Race,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,51,17,199.567,1:48.288,6242321,+18.030
9,11,,,,11,0,18,51,Finished,2018,Azerbaijan Grand Prix,4,Race,ericsson,ERI,Swedish,sauber,Swiss,51,14,200.239,1:47.925,6242803,+18.512
10,12,,,,12,0,17,51,Finished,2018,Azerbaijan Grand Prix,4,Race,gasly,GAS,French,toro_rosso,Italian,38,15,200.035,1:48.035,6249011,+24.720
20,13,,,,13,0,15,51,Finished,2018,Azerbaijan Grand Prix,4,Race,kevin_magnussen,MAG,Danish,haas,American,35,16,199.813,1:48.155,6264954,+40.663
77,14,,,,R,0,3,48,Puncture,2018,Azerbaijan Grand Prix,4,Race,bottas,BOT,Finnish,mercedes,German,37,1,205.525,1:45.149,,
8,15,,,,R,0,20,42,Accident,2018,Azerbaijan Grand Prix,4,Race,grosjean,GRO,French,haas,American,34,10,202.196,1:46.880,,
33,16,,,,R,0,5,39,Collision,2018,Azerbaijan Grand Prix,4,Race,max_verstappen,VER,Dutch,red_bull,Austrian,31,5,204.316,1:45.771,,
3,17,,,,R,0,4,39,Collision,2018,Azerbaijan Grand Prix,4,Race,ricciardo,RIC,Australian,red_bull,Austrian,34,3,204.999,1:45.419,,
27,18,,,,R,0,14,10,Accident,2018,Azerbaijan Grand Prix,4,Race,hulkenberg,HUL,German,renault,French,10,18,198.506,1:48.867,,
31,19,,,,R,0,7,0,Collision,2018,Azerbaijan Grand Prix,4,Race,ocon,OCO,French,force_india,Indian,,,,,,
35,20,,,,R,0,11,0,Collision,2018,Azerbaijan Grand Prix,4,Race,sirotkin,SIR,Russian,williams,British,,,,,,
14,1,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,alonso,ALO,Spanish,mclaren,British,5.0,1,,0 days 00:00:01.794000,,
3,2,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,ricciardo,RIC,Australian,red_bull,Austrian,31.0,2,,0 days 00:01:12.126000,,
33,3,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,max_verstappen,VER,Dutch,red_bull,Austrian,20.0,3,,0 days 00:01:12.280000,,
44,4,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,hamilton,HAM,British,mercedes,German,16.0,4,,0 days 00:01:12.480000,,
5,5,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,vettel,VET,German,ferrari,Italian,18.0,5,,0 days 00:01:13.041000,,
7,6,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,raikkonen,RAI,Finnish,ferrari,Italian,21.0,6,,0 days 00:01:13.066000,,
55,7,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,sainz,SAI,Spanish,renault,French,29.0,7,,0 days 00:01:13.456000,,
77,8,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,bottas,BOT,Finnish,mercedes,German,21.0,8,,0 days 00:01:13.502000,,
11,9,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,perez,PER,Mexican,force_india,Indian,22.0,9,,0 days 00:01:13.717000,,
8,10,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,grosjean,GRO,French,haas,American,17.0,10,,0 days 00:01:13.943000,,
35,11,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,sirotkin,SIR,Russian,williams,British,14.0,11,,0 days 00:01:13.962000,,
31,12,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,ocon,OCO,French,force_india,Indian,26.0,12,,0 days 00:01:14,,
28,13,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,42.0,13,,0 days 00:01:14.034000,,
27,14,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,hulkenberg,HUL,German,renault,French,28.0,14,,0 days 00:01:14.134000,,
10,15,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,gasly,GAS,French,toro_rosso,Italian,25.0,15,,0 days 00:01:14.240000,,
2,16,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,vandoorne,VAN,Belgian,mclaren,British,23.0,16,,0 days 00:01:14.291000,,
16,17,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,leclerc,LEC,Monegasque,sauber,Swiss,18.0,17,,0 days 00:01:14.521000,,
18,18,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,stroll,STR,Canadian,williams,British,20.0,18,,0 days 00:01:14.782000,,
9,19,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,ericsson,ERI,Swedish,sauber,Swiss,16.0,19,,0 days 00:01:15.206000,,
20,20,,,,,,,,,2018,Monaco Grand Prix,6,Practice 1,kevin_magnussen,MAG,Danish,haas,American,5.0,20,,0 days 00:01:18.801000,,
3,1,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,ricciardo,RIC,Australian,red_bull,Austrian,19.0,1,,0 days 00:01:11.841000,,
33,2,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,max_verstappen,VER,Dutch,red_bull,Austrian,14.0,2,,0 days 00:01:12.035000,,
5,3,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,vettel,VET,German,ferrari,Italian,16.0,3,,0 days 00:01:12.413000,,
44,4,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,hamilton,HAM,British,mercedes,German,11.0,4,,0 days 00:01:12.536000,,
7,5,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,raikkonen,RAI,Finnish,ferrari,Italian,19.0,5,,0 days 00:01:12.543000,,
77,6,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,bottas,BOT,Finnish,mercedes,German,13.0,6,,0 days 00:01:12.642000,,
27,7,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,hulkenberg,HUL,German,renault,French,13.0,7,,0 days 00:01:13.047000,,
2,8,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,vandoorne,VAN,Belgian,mclaren,British,23.0,8,,0 days 00:01:13.077000,,
14,9,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,alonso,ALO,Spanish,mclaren,British,24.0,9,,0 days 00:01:13.115000,,
55,10,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,sainz,SAI,Spanish,renault,French,15.0,10,,0 days 00:01:13.200000,,
28,11,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,16.0,11,,0 days 00:01:13.222000,,
11,12,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,perez,PER,Mexican,force_india,Indian,11.0,12,,0 days 00:01:13.370000,,
31,13,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,ocon,OCO,French,force_india,Indian,20.0,13,,0 days 00:01:13.382000,,
10,14,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,gasly,GAS,French,toro_rosso,Italian,7.0,14,,0 days 00:01:13.410000,,
35,15,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,sirotkin,SIR,Russian,williams,British,19.0,15,,0 days 00:01:13.547000,,
20,16,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,kevin_magnussen,MAG,Danish,haas,American,20.0,16,,0 days 00:01:13.572000,,
16,17,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,leclerc,LEC,Monegasque,sauber,Swiss,17.0,17,,0 days 00:01:13.575000,,
8,18,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,grosjean,GRO,French,haas,American,21.0,18,,0 days 00:01:13.763000,,
18,19,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,stroll,STR,Canadian,williams,British,9.0,19,,0 days 00:01:14.011000,,
9,20,,,,,,,,,2018,Monaco Grand Prix,6,Practice 2,ericsson,ERI,Swedish,sauber,Swiss,15.0,20,,0 days 00:01:14.173000,,
3,1,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,ricciardo,RIC,Australian,red_bull,Austrian,19.0,1,,0 days 00:01:11.786000,,
33,2,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,7.0,2,,0 days 00:01:11.787000,,
5,3,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,vettel,VET,German,ferrari,Italian,12.0,3,,0 days 00:01:12.023000,,
7,4,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,raikkonen,RAI,Finnish,ferrari,Italian,14.0,4,,0 days 00:01:12.142000,,
44,5,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,hamilton,HAM,British,mercedes,German,16.0,5,,0 days 00:01:12.273000,,
77,6,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,bottas,BOT,Finnish,mercedes,German,14.0,6,,0 days 00:01:12.356000,,
28,7,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,17.0,7,,0 days 00:01:12.752000,,
10,8,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,gasly,GAS,French,toro_rosso,Italian,19.0,8,,0 days 00:01:12.761000,,
55,9,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,sainz,SAI,Spanish,renault,French,18.0,9,,0 days 00:01:12.850000,,
35,10,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,sirotkin,SIR,Russian,williams,British,15.0,10,,0 days 00:01:12.854000,,
2,11,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,vandoorne,VAN,Belgian,mclaren,British,13.0,11,,0 days 00:01:12.874000,,
31,12,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,ocon,OCO,French,force_india,Indian,15.0,12,,0 days 00:01:12.940000,,
11,13,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,perez,PER,Mexican,force_india,Indian,15.0,13,,0 days 00:01:13.025000,,
27,14,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,hulkenberg,HUL,German,renault,French,13.0,14,,0 days 00:01:13.112000,,
14,15,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,alonso,ALO,Spanish,mclaren,British,16.0,15,,0 days 00:01:13.279000,,
18,16,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,stroll,STR,Canadian,williams,British,15.0,16,,0 days 00:01:13.595000,,
16,17,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,leclerc,LEC,Monegasque,sauber,Swiss,22.0,17,,0 days 00:01:13.644000,,
8,18,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,grosjean,GRO,French,haas,American,13.0,18,,0 days 00:01:13.881000,,
20,19,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,kevin_magnussen,MAG,Danish,haas,American,11.0,19,,0 days 00:01:14.192000,,
9,20,,,,,,,,,2018,Monaco Grand Prix,6,Practice 3,ericsson,ERI,Swedish,sauber,Swiss,9.0,20,,0 days 00:01:14.221000,,
3,1,1:12.013,1:11.278,1:10.810,,,,,,2018,Monaco Grand Prix,6,Qualifying,ricciardo,RIC,Australian,red_bull,Austrian,,,,1:10.810,,
5,2,1:12.415,1:11.518,1:11.039,,,,,,2018,Monaco Grand Prix,6,Qualifying,vettel,VET,German,ferrari,Italian,,,,1:11.039,,
44,3,1:12.460,1:11.584,1:11.232,,,,,,2018,Monaco Grand Prix,6,Qualifying,hamilton,HAM,British,mercedes,German,,,,1:11.232,,
7,4,1:12.639,1:11.391,1:11.266,,,,,,2018,Monaco Grand Prix,6,Qualifying,raikkonen,RAI,Finnish,ferrari,Italian,,,,1:11.266,,
77,5,1:12.434,1:12.002,1:11.441,,,,,,2018,Monaco Grand Prix,6,Qualifying,bottas,BOT,Finnish,mercedes,German,,,,1:11.441,,
31,6,1:13.028,1:12.188,1:12.061,,,,,,2018,Monaco Grand Prix,6,Qualifying,ocon,OCO,French,force_india,Indian,,,,1:12.061,,
14,7,1:12.657,1:12.269,1:12.110,,,,,,2018,Monaco Grand Prix,6,Qualifying,alonso,ALO,Spanish,mclaren,British,,,,1:12.110,,
55,8,1:12.950,1:12.286,1:12.130,,,,,,2018,Monaco Grand Prix,6,Qualifying,sainz,SAI,Spanish,renault,French,,,,1:12.130,,
11,9,1:12.848,1:12.194,1:12.154,,,,,,2018,Monaco Grand Prix,6,Qualifying,perez,PER,Mexican,force_india,Indian,,,,1:12.154,,
10,10,1:12.941,1:12.313,1:12.221,,,,,,2018,Monaco Grand Prix,6,Qualifying,gasly,GAS,French,toro_rosso,Italian,,,,1:12.221,,
27,11,1:13.065,1:12.411,,,,,,,2018,Monaco Grand Prix,6,Qualifying,hulkenberg,HUL,German,renault,French,,,,1:12.411,,
2,12,1:12.463,1:12.440,,,,,,,2018,Monaco Grand Prix,6,Qualifying,vandoorne,VAN,Belgian,mclaren,British,,,,1:12.440,,
35,13,1:12.706,1:12.521,,,,,,,2018,Monaco Grand Prix,6,Qualifying,sirotkin,SIR,Russian,williams,British,,,,1:12.521,,
16,14,1:12.829,1:12.714,,,,,,,2018,Monaco Grand Prix,6,Qualifying,leclerc,LEC,Monegasque,sauber,Swiss,,,,1:12.714,,
8,15,1:12.930,1:12.728,,,,,,,2018,Monaco Grand Prix,6,Qualifying,grosjean,GRO,French,haas,American,,,,1:12.728,,
28,16,1:13.179,,,,,,,,2018,Monaco Grand Prix,6,Qualifying,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,,,,1:13.179,,
9,17,1:13.265,,,,,,,,2018,Monaco Grand Prix,6,Qualifying,ericsson,ERI,Swedish,sauber,Swiss,,,,1:13.265,,
18,18,1:13.323,,,,,,,,2018,Monaco Grand Prix,6,Qualifying,stroll,STR,Canadian,williams,British,,,,1:13.323,,
20,19,1:13.393,,,,,,,,2018,Monaco Grand Prix,6,Qualifying,kevin_magnussen,MAG,Danish,haas,American,,,,1:13.393,,
33,20,,,,,,,,,2018,Monaco Grand Prix,6,Qualifying,max_verstappen,VER,Dutch,red_bull,Austrian,,,,,,
3,1,,,,1,25,1,78,Finished,2018,Monaco Grand Prix,6,Race,ricciardo,RIC,Australian,red_bull,Austrian,13,5,158.984,1:15.562,6174807,1:42:54.807
5,2,,,,2,18,2,78,Finished,2018,Monaco Grand Prix,6,Race,vettel,VET,German,ferrari,Italian,14,7,157.933,1:16.065,6182143,+7.336
44,3,,,,3,15,3,78,Finished,2018,Monaco Grand Prix,6,Race,hamilton,HAM,British,mercedes,German,15,8,157.508,1:16.270,6191820,+17.013
7,4,,,,4,12,4,78,Finished,2018,Monaco Grand Prix,6,Race,raikkonen,RAI,Finnish,ferrari,Italian,13,10,157.257,1:16.392,6192934,+18.127
77,5,,,,5,10,5,78,Finished,2018,Monaco Grand Prix,6,Race,bottas,BOT,Finnish,mercedes,German,21,9,157.422,1:16.312,6193629,+18.822
31,6,,,,6,8,6,78,Finished,2018,Monaco Grand Prix,6,Race,ocon,OCO,French,force_india,Indian,63,14,155.960,1:17.027,6198474,+23.667
10,7,,,,7,6,10,78,Finished,2018,Monaco Grand Prix,6,Race,gasly,GAS,French,toro_rosso,Italian,68,15,155.815,1:17.099,6199138,+24.331
27,8,,,,8,4,11,78,Finished,2018,Monaco Grand Prix,6,Race,hulkenberg,HUL,German,renault,French,57,6,157.941,1:16.061,6199646,+24.839
33,9,,,,9,2,20,78,Finished,2018,Monaco Grand Prix,6,Race,max_verstappen,VER,Dutch,red_bull,Austrian,60,1,161.772,1:14.260,6200124,+25.317
55,10,,,,10,1,8,78,Finished,2018,Monaco Grand Prix,6,Race,sainz,SAI,Spanish,renault,French,19,18,155.027,1:17.491,6243820,+1:09.013
9,11,,,,11,0,16,78,Finished,2018,Monaco Grand Prix,6,Race,ericsson,ERI,Swedish,sauber,Swiss,19,12,156.145,1:16.936,6244671,+1:09.864
11,12,,,,12,0,9,78,Finished,2018,Monaco Grand Prix,6,Race,perez,PER,Mexican,force_india,Indian,24,19,154.917,1:17.546,6245268,+1:10.461
20,13,,,,13,0,19,78,Finished,2018,Monaco Grand Prix,6,Race,kevin_magnussen,MAG,Danish,haas,American,20,17,155.057,1:17.476,6249630,+1:14.823
2,14,,,,14,0,12,77,+1 Lap,2018,Monaco Grand Prix,6,Race,vandoorne,VAN,Belgian,mclaren,British,76,11,156.291,1:16.864,,
8,15,,,,15,0,18,77,+1 Lap,2018,Monaco Grand Prix,6,Race,grosjean,GRO,French,haas,American,74,2,160.557,1:14.822,,
35,16,,,,16,0,13,77,+1 Lap,2018,Monaco Grand Prix,6,Race,sirotkin,SIR,Russian,williams,British,75,4,159.484,1:15.325,,
18,17,,,,17,0,17,76,+2 Laps,2018,Monaco Grand Prix,6,Race,stroll,STR,Canadian,williams,British,61,3,160.295,1:14.944,,
16,18,,,,R,0,14,70,Collision,2018,Monaco Grand Prix,6,Race,leclerc,LEC,Monegasque,sauber,Swiss,17,20,154.590,1:17.710,,
28,19,,,,R,0,15,70,Collision,2018,Monaco Grand Prix,6,Race,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,15,16,155.667,1:17.172,,
14,20,,,,R,0,7,52,Gearbox,2018,Monaco Grand Prix,6,Race,alonso,ALO,Spanish,mclaren,British,23,13,155.979,1:17.018,,
3,1,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,ricciardo,RIC,Australian,red_bull,Austrian,16.0,1,,0 days 00:01:39.711000,,
33,2,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,max_verstappen,VER,Dutch,red_bull,Austrian,19.0,2,,0 days 00:01:39.912000,,
5,3,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,vettel,VET,German,ferrari,Italian,12.0,3,,0 days 00:01:39.997000,,
7,4,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,raikkonen,RAI,Finnish,ferrari,Italian,10.0,4,,0 days 00:01:40.486000,,
27,5,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,hulkenberg,HUL,German,renault,French,18.0,5,,0 days 00:01:41.105000,,
44,6,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,hamilton,HAM,British,mercedes,German,15.0,6,,0 days 00:01:41.232000,,
55,7,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,sainz,SAI,Spanish,renault,French,14.0,7,,0 days 00:01:41.329000,,
77,8,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,bottas,BOT,Finnish,mercedes,German,17.0,8,,0 days 00:01:41.429000,,
16,9,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,leclerc,LEC,Monegasque,sauber,Swiss,18.0,9,,0 days 00:01:42.035000,,
8,10,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,grosjean,GRO,French,haas,American,13.0,10,,0 days 00:01:42.108000,,
9,11,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,ericsson,ERI,Swedish,sauber,Swiss,13.0,11,,0 days 00:01:42.408000,,
11,12,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,perez,PER,Mexican,force_india,Indian,7.0,12,,0 days 00:01:42.412000,,
20,13,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,kevin_magnussen,MAG,Danish,haas,American,15.0,13,,0 days 00:01:42.452000,,
14,14,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,alonso,ALO,Spanish,mclaren,British,21.0,14,,0 days 00:01:42.630000,,
31,15,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,ocon,OCO,French,force_india,Indian,9.0,15,,0 days 00:01:43.177000,,
10,16,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,gasly,GAS,French,toro_rosso,Italian,15.0,16,,0 days 00:01:43.240000,,
28,17,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,20.0,17,,0 days 00:01:43.485000,,
18,18,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,stroll,STR,Canadian,williams,British,15.0,18,,0 days 00:01:43.849000,,
35,19,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,sirotkin,SIR,Russian,williams,British,14.0,19,,0 days 00:01:44.036000,,
2,20,,,,,,,,,2018,Singapore Grand Prix,15,Practice 1,vandoorne,VAN,Belgian,mclaren,British,9.0,20,,0 days 00:01:45.160000,,
7,1,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,raikkonen,RAI,Finnish,ferrari,Italian,10.0,1,,0 days 00:01:38.699000,,
44,2,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,hamilton,HAM,British,mercedes,German,5.0,2,,0 days 00:01:38.710000,,
33,3,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,max_verstappen,VER,Dutch,red_bull,Austrian,11.0,3,,0 days 00:01:39.221000,,
3,4,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,ricciardo,RIC,Australian,red_bull,Austrian,14.0,4,,0 days 00:01:39.309000,,
77,5,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,bottas,BOT,Finnish,mercedes,German,8.0,5,,0 days 00:01:39.368000,,
55,6,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,sainz,SAI,Spanish,renault,French,10.0,6,,0 days 00:01:40.274000,,
8,7,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,grosjean,GRO,French,haas,American,9.0,7,,0 days 00:01:40.384000,,
14,8,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,alonso,ALO,Spanish,mclaren,British,11.0,8,,0 days 00:01:40.459000,,
5,9,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,vettel,VET,German,ferrari,Italian,8.0,9,,0 days 00:01:40.633000,,
27,10,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,hulkenberg,HUL,German,renault,French,7.0,10,,0 days 00:01:40.668000,,
11,11,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,perez,PER,Mexican,force_india,Indian,10.0,11,,0 days 00:01:40.774000,,
9,12,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,ericsson,ERI,Swedish,sauber,Swiss,10.0,12,,0 days 00:01:40.812000,,
31,13,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,ocon,OCO,French,force_india,Indian,14.0,13,,0 days 00:01:40.870000,,
16,14,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,leclerc,LEC,Monegasque,sauber,Swiss,11.0,14,,0 days 00:01:41.062000,,
20,15,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,kevin_magnussen,MAG,Danish,haas,American,9.0,15,,0 days 00:01:41.154000,,
2,16,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,vandoorne,VAN,Belgian,mclaren,British,14.0,16,,0 days 00:01:41.164000,,
28,17,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,13.0,17,,0 days 00:01:41.542000,,
10,18,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,gasly,GAS,French,toro_rosso,Italian,14.0,18,,0 days 00:01:41.615000,,
18,19,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,stroll,STR,Canadian,williams,British,10.0,19,,0 days 00:01:42.141000,,
35,20,,,,,,,,,2018,Singapore Grand Prix,15,Practice 2,sirotkin,SIR,Russian,williams,British,14.0,20,,0 days 00:01:42.181000,,
5,1,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,vettel,VET,German,ferrari,Italian,8.0,1,,0 days 00:01:38.054000,,
7,2,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,raikkonen,RAI,Finnish,ferrari,Italian,8.0,2,,0 days 00:01:38.416000,,
44,3,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,hamilton,HAM,British,mercedes,German,10.0,3,,0 days 00:01:38.558000,,
77,4,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,bottas,BOT,Finnish,mercedes,German,13.0,4,,0 days 00:01:38.603000,,
3,5,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,ricciardo,RIC,Australian,red_bull,Austrian,11.0,5,,0 days 00:01:39.186000,,
33,6,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,8.0,6,,0 days 00:01:39.265000,,
8,7,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,grosjean,GRO,French,haas,American,9.0,7,,0 days 00:01:39.747000,,
31,8,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,ocon,OCO,French,force_india,Indian,10.0,8,,0 days 00:01:40.073000,,
11,9,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,perez,PER,Mexican,force_india,Indian,13.0,9,,0 days 00:01:40.231000,,
14,10,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,alonso,ALO,Spanish,mclaren,British,8.0,10,,0 days 00:01:40.254000,,
27,11,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,hulkenberg,HUL,German,renault,French,16.0,11,,0 days 00:01:40.450000,,
20,12,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,kevin_magnussen,MAG,Danish,haas,American,10.0,12,,0 days 00:01:40.559000,,
55,13,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,sainz,SAI,Spanish,renault,French,11.0,13,,0 days 00:01:40.591000,,
10,14,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,gasly,GAS,French,toro_rosso,Italian,12.0,14,,0 days 00:01:40.686000,,
2,15,,,,,,,,,2018,Singapore Grand Prix,15,Practice 3,vandoorne,VAN,Belgian,mclaren,British,10.0,15,,0 days 00:01:40.798000,,
